time_s,cumulative_reflected,cumulative_stuck,cumulative_absorbed
1.1000000000000018e-05,85,110,1
1.110000000000002e-05,87,115,1
1.120000000000002e-05,88,118,1
1.130000000000002e-05,90,123,1
1.140000000000002e-05,92,127,1
1.1500000000000022e-05,93,130,1
1.1600000000000024e-05,100,133,1
1.1700000000000024e-05,104,136,1
1.1800000000000024e-05,108,136,1
1.1900000000000023e-05,112,142,1
1.2000000000000026e-05,116,146,1
1.2100000000000026e-05,118,148,1
1.2200000000000027e-05,120,151,1
1.2300000000000028e-05,122,153,1
1.2400000000000029e-05,122,155,1
1.250000000000003e-05,125,159,1
1.260000000000003e-05,129,162,1
1.2700000000000033e-05,131,164,1
1.2800000000000032e-05,132,167,1
