adaptive_substep_enabled,runs,elapsed_mean_s,elapsed_std_s,elapsed_min_s,elapsed_max_s,stuck_mean,primary_hit_mean,max_hits_reached_mean
0,3,22.00161086666685,0.3939165033060231,21.564446600000338,22.328985300000113,1811.0,15551.0,2067.0
1,3,22.612069899999977,0.4250215884705594,22.125475700000152,22.910710599999675,1549.0,13533.0,1761.0
