particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability,source_x,source_y,release_offset_m
27,0.001414213562373,0.1184271570148263,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.1184271570148263,0.001414213562373
28,0.001414213562373,0.0707677848700446,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0707677848700446,0.001414213562373
29,0.225085843270478,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.225085843270478,0.0,0.001414213562373
30,0.1980087929427868,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1980087929427868,0.13,0.001414213562373
31,0.001414213562373,0.0247673418076513,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0247673418076513,0.001414213562373
32,0.0140843110602369,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0140843110602369,0.13,0.001414213562373
33,0.1300346963817015,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1300346963817015,0.022,0.001414213562373
34,0.176147095013428,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.176147095013428,0.022,0.001414213562373
35,0.1056992457265254,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1056992457265254,0.022,0.001414213562373
36,0.001414213562373,0.0644134873971357,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0644134873971357,0.001414213562373
37,0.0058470150916141,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0058470150916141,0.13,0.001414213562373
38,0.2485857864376269,0.0579495008358802,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0579495008358802,0.001414213562373
39,0.1379587187385966,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1379587187385966,0.022,0.001414213562373
40,0.1594298980033115,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1594298980033115,0.13,0.001414213562373
41,0.0145992366777946,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0145992366777946,0.13,0.001414213562373
42,0.001414213562373,0.054948501464908,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.054948501464908,0.001414213562373
43,0.2485857864376269,0.0160329507652343,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0160329507652343,0.001414213562373
44,0.0091733179186156,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0091733179186156,0.13,0.001414213562373
45,0.2220777545445469,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2220777545445469,0.13,0.001414213562373
46,0.0792692871433218,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0792692871433218,0.022,0.001414213562373
47,0.001414213562373,0.0638333684345672,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0638333684345672,0.001414213562373
48,0.2485857864376269,0.0686611463500889,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0686611463500889,0.001414213562373
49,0.2482496062644357,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.2482496062644357,0.0,0.001414213562373
50,0.13326936450153,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.13326936450153,0.022,0.001414213562373
51,0.151,0.0225290868740739,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,46,99,,0.0,0.152,0.0215290868740739,0.001414213562373
52,0.0168308739181284,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0168308739181284,0.022,0.001414213562373
53,0.2485857864376269,0.0643583362918446,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0643583362918446,0.001414213562373
54,0.0494866093356126,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0494866093356126,0.13,0.001414213562373
55,0.0418860073740388,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0418860073740388,0.13,0.001414213562373
56,0.1338042764434202,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1338042764434202,0.13,0.001414213562373
57,0.228836849247789,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.228836849247789,0.13,0.001414213562373
58,0.0608655910592921,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0608655910592921,0.13,0.001414213562373
59,0.2385857864376269,0.1058830470160082,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,37,99,,0.0,0.24,0.1058830470160082,0.001414213562373
60,0.1034764126610598,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1034764126610598,0.13,0.001414213562373
61,0.2485857864376269,0.0221624124670976,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0221624124670976,0.001414213562373
62,0.2234212070608285,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2234212070608285,0.13,0.001414213562373
63,0.0251148212664916,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0251148212664916,0.022,0.001414213562373
64,0.1703425496534492,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1703425496534492,0.022,0.001414213562373
65,0.1103235704128907,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1103235704128907,0.022,0.001414213562373
66,0.2485857864376269,0.0764891249927749,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0764891249927749,0.001414213562373
67,0.0771340557080306,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0771340557080306,0.13,0.001414213562373
68,0.0059769059032855,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0059769059032855,0.022,0.001414213562373
69,0.001414213562373,0.0306435110256913,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0306435110256913,0.001414213562373
70,0.001414213562373,0.0691738532364508,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0691738532364508,0.001414213562373
71,0.0683498848357584,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0683498848357584,0.022,0.001414213562373
72,0.2372815466739455,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2372815466739455,0.13,0.001414213562373
73,0.1553236359093917,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1553236359093917,0.022,0.001414213562373
74,0.1309906938208893,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1309906938208893,0.022,0.001414213562373
75,0.1303162494144861,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1303162494144861,0.022,0.001414213562373
76,0.0472600882307144,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0472600882307144,0.13,0.001414213562373
77,0.2485857864376269,0.0124275688826592,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0124275688826592,0.001414213562373
78,0.2086870319371504,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.2086870319371504,0.0,0.001414213562373
79,0.2485857864376269,0.0259332411694877,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0259332411694877,0.001414213562373
80,0.2385857864376269,0.116613374175408,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,38,99,,0.0,0.24,0.116613374175408,0.001414213562373
81,0.0771091690401492,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0771091690401492,0.13,0.001414213562373
82,0.1771328269868539,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1771328269868539,0.13,0.001414213562373
83,0.0835850594725868,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0835850594725868,0.022,0.001414213562373
84,0.001414213562373,0.0758392481874765,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0758392481874765,0.001414213562373
85,0.0071238037095941,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0071238037095941,0.13,0.001414213562373
86,0.0770619221164387,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0770619221164387,0.022,0.001414213562373
87,0.2267593946220341,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.2267593946220341,0.0,0.001414213562373
88,0.1465266809261,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1465266809261,0.13,0.001414213562373
89,0.0871840079590494,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0871840079590494,0.13,0.001414213562373
90,0.183414213562373,0.0131793350154724,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,35,99,,0.0,0.182,0.0131793350154724,0.001414213562373
91,0.1911276168934561,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1911276168934561,0.13,0.001414213562373
92,0.1294715149942204,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1294715149942204,0.022,0.001414213562373
93,0.1829824329198706,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1829824329198706,0.13,0.001414213562373
94,0.1024446815472534,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1024446815472534,0.13,0.001414213562373
95,0.2385954747785444,0.1290452902646328,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,39,99,,0.0,0.24,0.1292105443184266,0.0014142135623731
96,0.001414213562373,0.0354750135622315,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0354750135622315,0.001414213562373
97,0.080648987023097,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.080648987023097,0.022,0.001414213562373
98,0.2485857864376269,0.087293312930793,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.087293312930793,0.001414213562373
99,0.2485857864376269,0.0897446004713824,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0897446004713824,0.001414213562373
100,0.1610049566226652,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1610049566226652,0.022,0.001414213562373
101,0.0582804728611666,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0582804728611666,0.13,0.001414213562373
102,0.1019316850029429,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1019316850029429,0.13,0.001414213562373
103,0.001414213562373,0.0380830610920821,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0380830610920821,0.001414213562373
104,0.191636983625653,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.191636983625653,0.0,0.001414213562373
105,0.1563023311179538,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1563023311179538,0.13,0.001414213562373
106,0.0227897737357798,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0227897737357798,0.13,0.001414213562373
107,0.1701324241735099,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1701324241735099,0.022,0.001414213562373
108,0.1498301807981269,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1498301807981269,0.13,0.001414213562373
109,0.0817236498079302,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0817236498079302,0.022,0.001414213562373
110,0.236317672169704,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.236317672169704,0.13,0.001414213562373
111,0.1459697530643475,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1459697530643475,0.022,0.001414213562373
112,0.001414213562373,0.0693556849516802,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.0693556849516802,0.001414213562373
113,0.1738179606311495,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1738179606311495,0.022,0.001414213562373
114,0.2485857864376269,0.0163178168005977,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0163178168005977,0.001414213562373
115,0.0170159562302581,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0170159562302581,0.022,0.001414213562373
116,0.1188904649213924,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1188904649213924,0.022,0.001414213562373
117,0.2485857864376269,0.0195958413958503,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0195958413958503,0.001414213562373
118,0.2110989095666986,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2110989095666986,0.13,0.001414213562373
119,0.2195805254257272,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2195805254257272,0.13,0.001414213562373
120,0.1445225942509286,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1445225942509286,0.022,0.001414213562373
121,0.1417398235648223,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1417398235648223,0.022,0.001414213562373
122,0.2407362988179534,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.2407362988179534,0.0,0.001414213562373
123,0.183414213562373,0.0062703505228314,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,35,99,,0.0,0.182,0.0062703505228314,0.001414213562373
124,0.1746361603628363,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1746361603628363,0.13,0.001414213562373
125,0.2316784528999853,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2316784528999853,0.13,0.001414213562373
126,0.001414213562373,0.1194443048109677,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,6,10,,0.0,0.0,0.1194443048109677,0.001414213562373
127,0.1761794772648132,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,34,99,,0.0,0.1761794772648132,0.022,0.001414213562373
128,0.245555969104671,0.0985857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,41,99,,0.0,0.245555969104671,0.1,0.001414213562373
129,0.1182007749758753,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.1182007749758753,0.022,0.001414213562373
130,0.1581670882945943,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1581670882945943,0.13,0.001414213562373
131,0.2485857864376269,0.0938481142936179,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0938481142936179,0.001414213562373
132,0.0263207268928497,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0263207268928497,0.13,0.001414213562373
133,0.131785397772704,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.131785397772704,0.022,0.001414213562373
134,0.1632618295810518,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1632618295810518,0.13,0.001414213562373
135,0.0686696050835176,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0686696050835176,0.13,0.001414213562373
136,0.0820961314428268,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0820961314428268,0.022,0.001414213562373
137,0.2485857864376269,0.0811227726766166,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0811227726766166,0.001414213562373
138,0.0505322242155477,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0505322242155477,0.13,0.001414213562373
139,0.041,0.0230991196315576,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.04,0.0220991196315576,0.001414213562373
140,0.0532502805470961,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0532502805470961,0.13,0.001414213562373
141,0.2149245764241569,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2149245764241569,0.13,0.001414213562373
142,0.1628961085314896,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1628961085314896,0.13,0.001414213562373
143,0.2485857864376269,0.0564911030953602,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0564911030953602,0.001414213562373
144,0.2262759805129974,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.2262759805129974,0.13,0.001414213562373
145,0.2365242334042488,0.001414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,36,40,,0.0,0.2365242334042488,0.0,0.001414213562373
146,0.1879965055622435,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1879965055622435,0.13,0.001414213562373
147,0.0179240688197295,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0179240688197295,0.022,0.001414213562373
148,0.1307729093334738,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1307729093334738,0.13,0.001414213562373
149,0.183414213562373,0.0011130553635547,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,35,99,,0.0,0.182,0.0011130553635547,0.001414213562373
150,0.2485857864376269,0.0447282960404569,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0447282960404569,0.001414213562373
151,0.2485857864376269,0.0779142637005096,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,42,50,,0.0,0.25,0.0779142637005096,0.001414213562373
152,0.0157930603367274,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0157930603367274,0.022,0.001414213562373
153,0.0374420598351764,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.0374420598351764,0.13,0.001414213562373
154,0.0465819042232588,0.023414213562373,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,7,99,,0.0,0.0465819042232588,0.022,0.001414213562373
155,0.1289777102033125,0.1285857864376269,0.0,0.0,0.0,6.64215627e-26,1e-06,1200.0,1.602176634e-19,9,99,,0.0,0.1289777102033125,0.13,0.001414213562373
