particle_id,release_time,released,active,stuck,absorbed,escaped,final_step_name,final_segment_name,source_part_id,material_id,x,v_x,y,v_y
1,0.0,1,1,0,0,0,run,run,1,1,0.089143822083744,0.040639466490275854,0.01939491638760187,-0.01866999380848487
2,4e-05,1,0,1,0,0,run,run,2,2,0.053801,0.0,-0.022699344582839297,0.0
3,8e-05,1,0,0,0,1,run,run,5,1,0.10230946083863195,0.27767863919674546,0.059480423416875934,-0.023982615377295517
4,0.00012,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.007009542560076794,0.0
5,0.00016,1,0,0,0,1,run,run,7,1,0.10305349645449093,0.16387144047164637,0.04019980875885935,-0.02490884943394412
6,0.0002,1,0,1,0,0,run,run,8,2,0.053801,0.0,-0.018516610153325355,0.0
7,0.00024,1,0,1,0,0,run,run,9,1,0.053801,0.0,-0.019783280094397913,0.0
8,0.00028,1,0,0,0,1,run,run,1,2,0.10160794515593707,0.10614580314039873,0.030429207275715128,-0.02448153893923872
9,0.00032,1,1,0,0,0,run,run,2,1,0.0723133989556729,-0.016869624298539925,0.009736707061044398,-0.010670322440284591
10,0.00036,1,0,1,0,0,run,run,5,2,0.053801,0.0,-0.018079015894335363,0.0
11,0.0004,1,0,1,0,0,run,run,6,1,1e-06,0.0,0.007673517444122216,0.0
12,0.00044,1,1,0,0,0,run,run,7,2,0.02383560203591219,0.021598100411848613,0.01649104004392706,0.013376170752070024
13,0.00048,1,0,1,0,0,run,run,8,1,0.053801,0.0,-0.012091657611491424,0.0
14,0.00052,1,1,0,0,0,run,run,9,2,0.06790817754941861,0.04872419467935111,0.020868834356110484,-0.008179594292630469
15,0.00056,1,0,0,0,1,run,run,1,1,0.10171235729589063,0.022963832696724893,0.01633911950707394,-0.02494228295714733
16,0.0006,1,0,0,0,1,run,run,2,2,0.10294045275056661,0.16199513367671736,0.039882551454425784,-0.024862451483169012
17,0.00064,1,0,1,0,0,run,run,5,1,0.053801,0.0,-0.0163388131393076,0.0
18,0.00068,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.006923967418616095,0.0
19,0.00072,1,1,0,0,0,run,run,7,1,0.07433939545131771,-0.015764210415842368,0.009913974423608918,-0.011661927930844546
20,0.00076,1,0,1,0,0,run,run,8,2,0.053801,0.0,-0.003565167464515768,0.0
21,0.0008,1,1,0,0,0,run,run,9,1,0.05010148865464609,-0.07169975457222494,0.0005587505837077268,-9.09753955133041e-06
22,0.00084,1,1,0,0,0,run,run,1,2,0.07062665710480158,-0.03777498749511307,0.006204004314116144,-0.009943113671138131
23,0.00088,1,0,1,0,0,run,run,2,1,0.053801,0.0,-0.0066197201378137395,0.0
24,0.00092,1,1,0,0,0,run,run,5,2,0.08938781452246292,0.04198813703522123,0.019622156887937343,-0.01878343166934583
25,0.00096,1,1,0,0,0,run,run,6,1,0.008795510022131334,0.0038676997001777054,0.013561835831849195,0.020690534928577975
26,0.001,1,1,0,0,0,run,run,7,2,0.07469310425332414,-0.06970678941990059,0.0007753023648532522,-0.012101462671025149
27,0.00104,1,1,0,0,0,run,run,8,1,0.03323185222618006,-0.0013920509229023417,0.012550668290758895,0.008638891370369549
28,0.00108,1,0,0,0,1,run,run,9,2,0.10374943040532317,0.26629441600566633,0.05754504824491259,-0.024747286538024854
29,0.00112,1,1,0,0,0,run,run,1,1,0.03378199639264033,0.03489089691676412,0.0186936589673568,0.008546708945141384
30,0.00116,1,0,1,0,0,run,run,2,2,0.053801,0.0,-0.03003798701677726,0.0
31,0.0012,1,0,0,0,1,run,run,5,1,0.10229067396881719,0.17557893290384108,0.04218660768116699,-0.024475829055009238
32,0.00124,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.027991880250014006,0.0
33,0.00128,1,0,0,0,1,run,run,7,1,0.10178630929496496,0.03954489986229816,0.01914729894084091,-0.02489707691749113
34,0.00132,1,1,0,0,0,run,run,8,2,0.010819929097905698,-0.022783390839495692,0.009037643572079472,0.01956310875674181
35,0.00136,1,0,1,0,0,run,run,9,1,0.053801,0.0,-0.006619199758776198,0.0
36,0.0014,1,0,0,0,1,run,run,1,2,0.10185168406901762,0.0665282869703349,0.023717492020812105,-0.0247964572831271
37,0.00144,1,0,1,0,0,run,run,2,1,0.053801,0.0,-0.02535049164372375,0.0
38,0.00148,1,0,0,0,1,run,run,5,2,0.10214591436155886,0.10222359966317199,0.029762206978831928,-0.02476558974651926
39,0.00152,1,0,0,0,1,run,run,6,1,0.10285175520680497,0.2668956651107506,0.05765130704197704,-0.0243025583443393
40,0.00156,1,1,0,0,0,run,run,7,2,0.022545417345529825,-0.013395956263886531,0.010570006965817003,0.013838889316846122
41,0.0016,1,1,0,0,0,run,run,8,1,0.03915206955039621,0.08142156872164982,0.02654871509620078,0.006132945933474536
42,0.00164,1,0,1,0,0,run,run,9,2,0.053801,0.0,-0.013463356470768423,0.0
43,0.00168,1,1,0,0,0,run,run,1,1,0.02369001298716087,-0.030893747646260704,0.007600553660720598,0.013189492882075068
44,0.00172,1,0,1,0,0,run,run,2,2,0.053801,0.0,-0.032148685464659585,0.0
45,0.00176,1,0,0,0,1,run,run,5,1,0.10264563654090786,0.16508057887940003,0.04040662288536262,-0.02470218048824501
46,0.0018,1,1,0,0,0,run,run,6,2,0.07962318630239519,-0.03458315071253992,0.006700371496684845,-0.014354831599173511
47,0.00184,1,0,1,0,0,run,run,7,1,0.053801,0.0,-0.029681021752569897,0.0
48,0.00188,1,1,0,0,0,run,run,8,2,0.06262991068914872,0.09087735602687531,0.028034819866963878,-0.005374575358700791
49,0.00192,1,1,0,0,0,run,run,9,1,0.0382653860510058,0.06079657304957499,0.023059564419331817,0.0064678049603788985
50,0.00196,1,0,0,0,1,run,run,1,2,0.1016943505534062,0.15878361956132797,0.03934470940996791,-0.02426501690836265
51,0.002,1,1,0,0,0,run,run,2,1,0.0512130946785216,0.005001644738550003,0.013545158373409217,-0.0001786802318583165
52,0.00204,1,0,1,0,0,run,run,5,2,0.053801,0.0,-0.03220755710893529,0.0
53,0.00208,1,0,0,0,1,run,run,6,1,0.10245841453840042,0.22941607630754576,0.05130485460165063,-0.02429343197604575
54,0.00212,1,1,0,0,0,run,run,7,2,0.0605596504390805,-0.0032821439719627117,0.012096032322131507,-0.004819129861614232
55,0.00216,1,0,0,0,1,run,run,8,1,0.1024741326160691,0.2763659997906874,0.05925727481978198,-0.024070114477442037
56,0.0022,1,0,0,0,1,run,run,9,2,0.10195789351543663,0.08299365345451842,0.026505915031319,-0.02476769536461193
57,0.00224,1,0,1,0,0,run,run,1,1,0.053801,0.0,-0.007973295350025047,0.0
58,0.00228,1,0,0,0,1,run,run,2,2,0.10232969961660257,0.27184311933652516,0.058491888605831203,-0.024021293515372695
59,0.00232,1,0,1,0,0,run,run,5,1,0.053801,0.0,-0.029768401961077898,0.0
60,0.00236,1,0,1,0,0,run,run,6,2,1e-06,0.0,0.008761221944722552,0.0
61,0.0024,1,0,0,0,1,run,run,7,1,0.10216950128958836,0.2495154434865467,0.054710758403216375,-0.024052336050552604
62,0.00244,1,0,0,0,1,run,run,8,2,0.10175002909509358,0.07168444645219782,0.024591355711621188,-0.0247210554284309
63,0.00248,1,0,0,0,1,run,run,9,1,0.10360033611798655,0.21293624748002735,0.04850783954551304,-0.024936502777158594
64,0.00252,1,1,0,0,0,run,run,1,2,0.07167972335604941,0.09093796052707517,0.02800054873184271,-0.009827925074202114
65,0.00256,1,0,1,0,0,run,run,2,1,0.053801,0.0,-0.025307072771274856,0.0
66,0.0026,1,0,0,0,1,run,run,5,2,0.10257432135668358,0.1374273641678882,0.035723001934881475,-0.02480317308809286
