particle_id,source_part_id,resolved_material_id,law_name,event_tag,matched_events,event_factor,release_enabled,original_release_time_s,step_name,step_source_law_override,step_source_speed_scale,step_source_event_gain_scale,step_source_enabled,offset_m,source_delta_speed_mps,final_speed_mps,resolved_release_time_s
1901,6,1,explicit_csv,,start_boost,1.039579739816723,1,0.076,,,1.0,1.0,1,0.0,0.0,0.0,0.076
1902,7,2,explicit_csv,,start_boost,1.0394374300476625,1,0.07604,,,1.0,1.0,1,0.0,0.0,0.0,0.07604
1903,8,1,explicit_csv,,start_boost,1.0392954747740921,1,0.07608,,,1.0,1.0,1,0.0,0.0,0.0,0.07608
1904,9,2,explicit_csv,,start_boost,1.0391538738535988,1,0.07612,,,1.0,1.0,1,0.0,0.0,0.0,0.07612
1905,1,1,explicit_csv,,start_boost,1.0390126271400384,1,0.07616,,,1.0,1.0,1,0.0,0.0,0.0,0.07616
1906,2,2,explicit_csv,,start_boost,1.038871734483551,1,0.0762,,,1.0,1.0,1,0.0,0.0,0.0,0.0762
1907,5,1,explicit_csv,,start_boost,1.0387311957305756,1,0.07624,,,1.0,1.0,1,0.0,0.0,0.0,0.07624
1908,6,2,explicit_csv,,start_boost,1.0385910107238683,1,0.07628,,,1.0,1.0,1,0.0,0.0,0.0,0.07628
1909,7,1,explicit_csv,,start_boost,1.0384511793025157,1,0.07632,,,1.0,1.0,1,0.0,0.0,0.0,0.07632
1910,8,2,explicit_csv,,start_boost,1.0383117013019525,1,0.07636,,,1.0,1.0,1,0.0,0.0,0.0,0.07636
1911,9,1,explicit_csv,,start_boost,1.038172576553976,1,0.0764,,,1.0,1.0,1,0.0,0.0,0.0,0.0764
1912,1,2,explicit_csv,,start_boost,1.0380338048867632,1,0.07644,,,1.0,1.0,1,0.0,0.0,0.0,0.07644
1913,2,1,explicit_csv,,start_boost,1.037895386124886,1,0.07648,,,1.0,1.0,1,0.0,0.0,0.0,0.07648
1914,5,2,explicit_csv,,start_boost,1.037757320089327,1,0.07652,,,1.0,1.0,1,0.0,0.0,0.0,0.07652
1915,6,1,explicit_csv,,start_boost,1.0376196065974963,1,0.07656,,,1.0,1.0,1,0.0,0.0,0.0,0.07656
1916,7,2,explicit_csv,,start_boost,1.0374822454632457,1,0.0766,,,1.0,1.0,1,0.0,0.0,0.0,0.0766
1917,8,1,explicit_csv,,start_boost,1.0373452364968871,1,0.07664,,,1.0,1.0,1,0.0,0.0,0.0,0.07664
1918,9,2,explicit_csv,,start_boost,1.037208579505206,1,0.07668,,,1.0,1.0,1,0.0,0.0,0.0,0.07668
1919,1,1,explicit_csv,,start_boost,1.037072274291479,1,0.07672,,,1.0,1.0,1,0.0,0.0,0.0,0.07672
1920,2,2,explicit_csv,,start_boost,1.0369363206554898,1,0.07676,,,1.0,1.0,1,0.0,0.0,0.0,0.07676
1921,5,1,explicit_csv,,start_boost,1.036800718393544,1,0.0768,,,1.0,1.0,1,0.0,0.0,0.0,0.0768
1922,6,2,explicit_csv,,start_boost,1.0366654672984863,1,0.07684,,,1.0,1.0,1,0.0,0.0,0.0,0.07684
1923,7,1,explicit_csv,,start_boost,1.0365305671597158,1,0.07688,,,1.0,1.0,1,0.0,0.0,0.0,0.07688
1924,8,2,explicit_csv,,start_boost,1.0363960177632028,1,0.07692,,,1.0,1.0,1,0.0,0.0,0.0,0.07692
1925,9,1,explicit_csv,,start_boost,1.036261818891504,1,0.07696,,,1.0,1.0,1,0.0,0.0,0.0,0.07696
1926,1,2,explicit_csv,,start_boost,1.036127970323779,1,0.077,,,1.0,1.0,1,0.0,0.0,0.0,0.077
1927,2,1,explicit_csv,,start_boost,1.0359944718358056,1,0.07704,,,1.0,1.0,1,0.0,0.0,0.0,0.07704
1928,5,2,explicit_csv,,start_boost,1.0358613231999976,1,0.07708,,,1.0,1.0,1,0.0,0.0,0.0,0.07708
1929,6,1,explicit_csv,,start_boost,1.0357285241854193,1,0.07712,,,1.0,1.0,1,0.0,0.0,0.0,0.07712
1930,7,2,explicit_csv,,start_boost,1.0355960745578017,1,0.07716,,,1.0,1.0,1,0.0,0.0,0.0,0.07716
1931,8,1,explicit_csv,,start_boost,1.0354639740795593,1,0.0772,,,1.0,1.0,1,0.0,0.0,0.0,0.0772
1932,9,2,explicit_csv,,start_boost,1.0353322225098058,1,0.07724,,,1.0,1.0,1,0.0,0.0,0.0,0.07724
1933,1,1,explicit_csv,,start_boost,1.03520081960437,1,0.07728,,,1.0,1.0,1,0.0,0.0,0.0,0.07728
1934,2,2,explicit_csv,,start_boost,1.0350697651158125,1,0.07732,,,1.0,1.0,1,0.0,0.0,0.0,0.07732
1935,5,1,explicit_csv,,start_boost,1.034939058793441,1,0.07736,,,1.0,1.0,1,0.0,0.0,0.0,0.07736
1936,6,2,explicit_csv,,start_boost,1.0348087003833273,1,0.0774,,,1.0,1.0,1,0.0,0.0,0.0,0.0774
1937,7,1,explicit_csv,,start_boost,1.0346786896283224,1,0.07744,,,1.0,1.0,1,0.0,0.0,0.0,0.07744
1938,8,2,explicit_csv,,start_boost,1.0345490262680739,1,0.07748,,,1.0,1.0,1,0.0,0.0,0.0,0.07748
1939,9,1,explicit_csv,,start_boost,1.0344197100390404,1,0.07752,,,1.0,1.0,1,0.0,0.0,0.0,0.07752
1940,1,2,explicit_csv,,start_boost,1.0342907406745097,1,0.07756,,,1.0,1.0,1,0.0,0.0,0.0,0.07756
1941,2,1,explicit_csv,,start_boost,1.034162117904613,1,0.0776,,,1.0,1.0,1,0.0,0.0,0.0,0.0776
1942,5,2,explicit_csv,,start_boost,1.0340338414563426,1,0.07764,,,1.0,1.0,1,0.0,0.0,0.0,0.07764
1943,6,1,explicit_csv,,start_boost,1.0339059110535669,1,0.07768,,,1.0,1.0,1,0.0,0.0,0.0,0.07768
1944,7,2,explicit_csv,,start_boost,1.033778326417047,1,0.07772,,,1.0,1.0,1,0.0,0.0,0.0,0.07772
1945,8,1,explicit_csv,,start_boost,1.033651087264453,1,0.07776,,,1.0,1.0,1,0.0,0.0,0.0,0.07776
1946,9,2,explicit_csv,,start_boost,1.03352419331038,1,0.0778,,,1.0,1.0,1,0.0,0.0,0.0,0.0778
1947,1,1,explicit_csv,,start_boost,1.0333976442663637,1,0.07784,,,1.0,1.0,1,0.0,0.0,0.0,0.07784
1948,2,2,explicit_csv,,start_boost,1.0332714398408978,1,0.07788,,,1.0,1.0,1,0.0,0.0,0.0,0.07788
1949,5,1,explicit_csv,,start_boost,1.0331455797394484,1,0.07792,,,1.0,1.0,1,0.0,0.0,0.0,0.07792
1950,6,2,explicit_csv,,start_boost,1.0330200636644724,1,0.07796,,,1.0,1.0,1,0.0,0.0,0.0,0.07796
1951,7,1,explicit_csv,,start_boost,1.032894891315431,1,0.078,,,1.0,1.0,1,0.0,0.0,0.0,0.078
1952,8,2,explicit_csv,,start_boost,1.032770062388808,1,0.07804,,,1.0,1.0,1,0.0,0.0,0.0,0.07804
1953,9,1,explicit_csv,,start_boost,1.0326455765781255,1,0.07808,,,1.0,1.0,1,0.0,0.0,0.0,0.07808
1954,1,2,explicit_csv,,start_boost,1.0325214335739583,1,0.07812,,,1.0,1.0,1,0.0,0.0,0.0,0.07812
1955,2,1,explicit_csv,,start_boost,1.0323976330639528,1,0.07816,,,1.0,1.0,1,0.0,0.0,0.0,0.07816
1956,5,2,explicit_csv,,start_boost,1.032274174732841,1,0.0782,,,1.0,1.0,1,0.0,0.0,0.0,0.0782
1957,6,1,explicit_csv,,start_boost,1.0321510582624573,1,0.07824,,,1.0,1.0,1,0.0,0.0,0.0,0.07824
1958,7,2,explicit_csv,,start_boost,1.0320282833317553,1,0.07828,,,1.0,1.0,1,0.0,0.0,0.0,0.07828
1959,8,1,explicit_csv,,start_boost,1.031905849616823,1,0.07832,,,1.0,1.0,1,0.0,0.0,0.0,0.07832
1960,9,2,explicit_csv,,start_boost,1.0317837567908985,1,0.07836,,,1.0,1.0,1,0.0,0.0,0.0,0.07836
1961,1,1,explicit_csv,,start_boost,1.0316620045243878,1,0.0784,,,1.0,1.0,1,0.0,0.0,0.0,0.0784
1962,2,2,explicit_csv,,start_boost,1.0315405924848795,1,0.07844,,,1.0,1.0,1,0.0,0.0,0.0,0.07844
1963,5,1,explicit_csv,,start_boost,1.0314195203371614,1,0.07848,,,1.0,1.0,1,0.0,0.0,0.0,0.07848
1964,6,2,explicit_csv,,start_boost,1.0312987877432365,1,0.07852,,,1.0,1.0,1,0.0,0.0,0.0,0.07852
1965,7,1,explicit_csv,,start_boost,1.0311783943623392,1,0.07856,,,1.0,1.0,1,0.0,0.0,0.0,0.07856
1966,8,2,explicit_csv,,start_boost,1.0310583398509507,1,0.0786,,,1.0,1.0,1,0.0,0.0,0.0,0.0786
1967,9,1,explicit_csv,,start_boost,1.0309386238628169,1,0.07864,,,1.0,1.0,1,0.0,0.0,0.0,0.07864
1968,1,2,explicit_csv,,start_boost,1.030819246048962,1,0.07868,,,1.0,1.0,1,0.0,0.0,0.0,0.07868
1969,2,1,explicit_csv,,start_boost,1.0307002060577064,1,0.07872,,,1.0,1.0,1,0.0,0.0,0.0,0.07872
1970,5,2,explicit_csv,,start_boost,1.0305815035346821,1,0.07876,,,1.0,1.0,1,0.0,0.0,0.0,0.07876
1971,6,1,explicit_csv,,start_boost,1.0304631381228484,1,0.0788,,,1.0,1.0,1,0.0,0.0,0.0,0.0788
1972,7,2,explicit_csv,,start_boost,1.0303451094625087,1,0.07884,,,1.0,1.0,1,0.0,0.0,0.0,0.07884
1973,8,1,explicit_csv,,start_boost,1.0302274171913262,1,0.07888,,,1.0,1.0,1,0.0,0.0,0.0,0.07888
1974,9,2,explicit_csv,,start_boost,1.0301100609443394,1,0.07892,,,1.0,1.0,1,0.0,0.0,0.0,0.07892
1975,1,1,explicit_csv,,start_boost,1.0299930403539792,1,0.07896,,,1.0,1.0,1,0.0,0.0,0.0,0.07896
1976,2,2,explicit_csv,,start_boost,1.0298763550500836,1,0.079,,,1.0,1.0,1,0.0,0.0,0.0,0.079
1977,5,1,explicit_csv,,start_boost,1.0297600046599147,1,0.07904,,,1.0,1.0,1,0.0,0.0,0.0,0.07904
1978,6,2,explicit_csv,,start_boost,1.0296439888081745,1,0.07908,,,1.0,1.0,1,0.0,0.0,0.0,0.07908
1979,7,1,explicit_csv,,start_boost,1.02952830711702,1,0.07912,,,1.0,1.0,1,0.0,0.0,0.0,0.07912
1980,8,2,explicit_csv,,start_boost,1.0294129592060808,1,0.07916,,,1.0,1.0,1,0.0,0.0,0.0,0.07916
1981,9,1,explicit_csv,,start_boost,1.029297944692473,1,0.0792,,,1.0,1.0,1,0.0,0.0,0.0,0.0792
1982,1,2,explicit_csv,,start_boost,1.0291832631908173,1,0.07924,,,1.0,1.0,1,0.0,0.0,0.0,0.07924
1983,2,1,explicit_csv,,start_boost,1.029068914313253,1,0.07928,,,1.0,1.0,1,0.0,0.0,0.0,0.07928
1984,5,2,explicit_csv,,start_boost,1.028954897669455,1,0.07932,,,1.0,1.0,1,0.0,0.0,0.0,0.07932
1985,6,1,explicit_csv,,start_boost,1.028841212866649,1,0.07936,,,1.0,1.0,1,0.0,0.0,0.0,0.07936
1986,7,2,explicit_csv,,start_boost,1.0287278595096292,1,0.0794,,,1.0,1.0,1,0.0,0.0,0.0,0.0794
1987,8,1,explicit_csv,,start_boost,1.0286148372007708,1,0.07944,,,1.0,1.0,1,0.0,0.0,0.0,0.07944
1988,9,2,explicit_csv,,start_boost,1.0285021455400492,1,0.07948,,,1.0,1.0,1,0.0,0.0,0.0,0.07948
1989,1,1,explicit_csv,,start_boost,1.0283897841250538,1,0.07952,,,1.0,1.0,1,0.0,0.0,0.0,0.07952
1990,2,2,explicit_csv,,start_boost,1.0282777525510047,1,0.07956,,,1.0,1.0,1,0.0,0.0,0.0,0.07956
1991,5,1,explicit_csv,,start_boost,1.0281660504107684,1,0.0796,,,1.0,1.0,1,0.0,0.0,0.0,0.0796
1992,6,2,explicit_csv,,start_boost,1.0280546772948729,1,0.07964,,,1.0,1.0,1,0.0,0.0,0.0,0.07964
1993,7,1,explicit_csv,,start_boost,1.0279436327915246,1,0.07968,,,1.0,1.0,1,0.0,0.0,0.0,0.07968
1994,8,2,explicit_csv,,start_boost,1.0278329164866231,1,0.07972,,,1.0,1.0,1,0.0,0.0,0.0,0.07972
1995,9,1,explicit_csv,,start_boost,1.0277225279637776,1,0.07976,,,1.0,1.0,1,0.0,0.0,0.0,0.07976
1996,1,2,explicit_csv,,start_boost,1.0276124668043223,1,0.0798,,,1.0,1.0,1,0.0,0.0,0.0,0.0798
1997,2,1,explicit_csv,,start_boost,1.0275027325873318,1,0.07984,,,1.0,1.0,1,0.0,0.0,0.0,0.07984
1998,5,2,explicit_csv,,start_boost,1.0273933248896376,1,0.07988,,,1.0,1.0,1,0.0,0.0,0.0,0.07988
1999,6,1,explicit_csv,,start_boost,1.0272842432858433,1,0.07992,,,1.0,1.0,1,0.0,0.0,0.0,0.07992
2000,7,2,explicit_csv,,start_boost,1.02717548734834,1,0.07996,,,1.0,1.0,1,0.0,0.0,0.0,0.07996
2001,8,1,explicit_csv,,start_boost,1.0270670566473226,1,0.08,,,1.0,1.0,1,0.0,0.0,0.0,0.08
2002,9,2,explicit_csv,,start_boost,1.0269589507508043,1,0.08004,,,1.0,1.0,1,0.0,0.0,0.0,0.08004
2003,1,1,explicit_csv,,start_boost,1.0268511692246336,1,0.08008,,,1.0,1.0,1,0.0,0.0,0.0,0.08008
2004,2,2,explicit_csv,,start_boost,1.026743711632509,1,0.08012,,,1.0,1.0,1,0.0,0.0,0.0,0.08012
2005,5,1,explicit_csv,,start_boost,1.026636577535995,1,0.08016,,,1.0,1.0,1,0.0,0.0,0.0,0.08016
2006,6,2,explicit_csv,,start_boost,1.026529766494537,1,0.0802,,,1.0,1.0,1,0.0,0.0,0.0,0.0802
2007,7,1,explicit_csv,,start_boost,1.0264232780654774,1,0.08024,,,1.0,1.0,1,0.0,0.0,0.0,0.08024
2008,8,2,explicit_csv,,start_boost,1.026317111804071,1,0.08028,,,1.0,1.0,1,0.0,0.0,0.0,0.08028
2009,9,1,explicit_csv,,start_boost,1.0262112672635009,1,0.08032,,,1.0,1.0,1,0.0,0.0,0.0,0.08032
2010,1,2,explicit_csv,,start_boost,1.0261057439948922,1,0.08036,,,1.0,1.0,1,0.0,0.0,0.0,0.08036
2011,2,1,explicit_csv,,start_boost,1.0260005415473301,1,0.0804,,,1.0,1.0,1,0.0,0.0,0.0,0.0804
2012,5,2,explicit_csv,,start_boost,1.0258956594678734,1,0.08044,,,1.0,1.0,1,0.0,0.0,0.0,0.08044
2013,6,1,explicit_csv,,start_boost,1.02579109730157,1,0.08048,,,1.0,1.0,1,0.0,0.0,0.0,0.08048
2014,7,2,explicit_csv,,start_boost,1.0256868545914732,1,0.08052,,,1.0,1.0,1,0.0,0.0,0.0,0.08052
2015,8,1,explicit_csv,,start_boost,1.0255829308786568,1,0.08056,,,1.0,1.0,1,0.0,0.0,0.0,0.08056
2016,9,2,explicit_csv,,start_boost,1.0254793257022294,1,0.0806,,,1.0,1.0,1,0.0,0.0,0.0,0.0806
2017,1,1,explicit_csv,,start_boost,1.0253760385993513,1,0.08064,,,1.0,1.0,1,0.0,0.0,0.0,0.08064
2018,2,2,explicit_csv,,start_boost,1.0252730691052485,1,0.08068,,,1.0,1.0,1,0.0,0.0,0.0,0.08068
2019,5,1,explicit_csv,,start_boost,1.0251704167532285,1,0.08072,,,1.0,1.0,1,0.0,0.0,0.0,0.08072
2020,6,2,explicit_csv,,start_boost,1.025068081074696,1,0.08076,,,1.0,1.0,1,0.0,0.0,0.0,0.08076
2021,7,1,explicit_csv,,start_boost,1.0249660615991667,1,0.0808,,,1.0,1.0,1,0.0,0.0,0.0,0.0808
2022,8,2,explicit_csv,,start_boost,1.0248643578542838,1,0.08084,,,1.0,1.0,1,0.0,0.0,0.0,0.08084
2023,9,1,explicit_csv,,start_boost,1.024762969365833,1,0.08088,,,1.0,1.0,1,0.0,0.0,0.0,0.08088
2024,1,2,explicit_csv,,start_boost,1.0246618956577576,1,0.08092,,,1.0,1.0,1,0.0,0.0,0.0,0.08092
2025,2,1,explicit_csv,,start_boost,1.024561136252172,1,0.08096,,,1.0,1.0,1,0.0,0.0,0.0,0.08096
2026,5,2,explicit_csv,,start_boost,1.02446069066938,1,0.081,,,1.0,1.0,1,0.0,0.0,0.0,0.081
2027,6,1,explicit_csv,,start_boost,1.024360558427887,1,0.08104,,,1.0,1.0,1,0.0,0.0,0.0,0.08104
2028,7,2,explicit_csv,,start_boost,1.0242607390444163,1,0.08108,,,1.0,1.0,1,0.0,0.0,0.0,0.08108
2029,8,1,explicit_csv,,start_boost,1.0241612320339237,1,0.08112,,,1.0,1.0,1,0.0,0.0,0.0,0.08112
2030,9,2,explicit_csv,,start_boost,1.0240620369096134,1,0.08116,,,1.0,1.0,1,0.0,0.0,0.0,0.08116
2031,1,1,explicit_csv,,start_boost,1.0239631531829512,1,0.0812,,,1.0,1.0,1,0.0,0.0,0.0,0.0812
2032,2,2,explicit_csv,,start_boost,1.0238645803636814,1,0.08124,,,1.0,1.0,1,0.0,0.0,0.0,0.08124
2033,5,1,explicit_csv,,start_boost,1.0237663179598406,1,0.08128,,,1.0,1.0,1,0.0,0.0,0.0,0.08128
2034,6,2,explicit_csv,,start_boost,1.0236683654777723,1,0.08132,,,1.0,1.0,1,0.0,0.0,0.0,0.08132
2035,7,1,explicit_csv,,start_boost,1.0235707224221429,1,0.08136,,,1.0,1.0,1,0.0,0.0,0.0,0.08136
2036,8,2,explicit_csv,,start_boost,1.023473388295955,1,0.0814,,,1.0,1.0,1,0.0,0.0,0.0,0.0814
2037,9,1,explicit_csv,,start_boost,1.023376362600564,1,0.08144,,,1.0,1.0,1,0.0,0.0,0.0,0.08144
2038,1,2,explicit_csv,,start_boost,1.0232796448356913,1,0.08148,,,1.0,1.0,1,0.0,0.0,0.0,0.08148
2039,2,1,explicit_csv,,start_boost,1.0231832344994398,1,0.08152,,,1.0,1.0,1,0.0,0.0,0.0,0.08152
2040,5,2,explicit_csv,,start_boost,1.0230871310883085,1,0.08156,,,1.0,1.0,1,0.0,0.0,0.0,0.08156
2041,6,1,explicit_csv,,start_boost,1.022991334097207,1,0.0816,,,1.0,1.0,1,0.0,0.0,0.0,0.0816
2042,7,2,explicit_csv,,start_boost,1.0228958430194706,1,0.08164,,,1.0,1.0,1,0.0,0.0,0.0,0.08164
2043,8,1,explicit_csv,,start_boost,1.022800657346874,1,0.08168,,,1.0,1.0,1,0.0,0.0,0.0,0.08168
2044,9,2,explicit_csv,,start_boost,1.0227057765696475,1,0.08172,,,1.0,1.0,1,0.0,0.0,0.0,0.08172
2045,1,1,explicit_csv,,start_boost,1.0226112001764895,1,0.08176,,,1.0,1.0,1,0.0,0.0,0.0,0.08176
2046,2,2,explicit_csv,,start_boost,1.022516927654583,1,0.0818,,,1.0,1.0,1,0.0,0.0,0.0,0.0818
2047,5,1,explicit_csv,,start_boost,1.0224229584896087,1,0.08184,,,1.0,1.0,1,0.0,0.0,0.0,0.08184
2048,6,2,explicit_csv,,start_boost,1.02232929216576,1,0.08188,,,1.0,1.0,1,0.0,0.0,0.0,0.08188
2049,7,1,explicit_csv,,start_boost,1.0222359281657578,1,0.08192,,,1.0,1.0,1,0.0,0.0,0.0,0.08192
2050,8,2,explicit_csv,,start_boost,1.022142865970864,1,0.08196,,,1.0,1.0,1,0.0,0.0,0.0,0.08196
2051,9,1,explicit_csv,,start_boost,1.022050105060897,1,0.082,,,1.0,1.0,1,0.0,0.0,0.0,0.082
2052,1,2,explicit_csv,,start_boost,1.0219576449142451,1,0.08204,,,1.0,1.0,1,0.0,0.0,0.0,0.08204
2053,2,1,explicit_csv,,start_boost,1.0218654850078812,1,0.08208,,,1.0,1.0,1,0.0,0.0,0.0,0.08208
2054,5,2,explicit_csv,,start_boost,1.0217736248173774,1,0.08212,,,1.0,1.0,1,0.0,0.0,0.0,0.08212
2055,6,1,explicit_csv,,start_boost,1.0216820638169184,1,0.08216,,,1.0,1.0,1,0.0,0.0,0.0,0.08216
2056,7,2,explicit_csv,,start_boost,1.0215908014793165,1,0.0822,,,1.0,1.0,1,0.0,0.0,0.0,0.0822
2057,8,1,explicit_csv,,start_boost,1.0214998372760258,1,0.08224,,,1.0,1.0,1,0.0,0.0,0.0,0.08224
2058,9,2,explicit_csv,,start_boost,1.0214091706771558,1,0.08228,,,1.0,1.0,1,0.0,0.0,0.0,0.08228
2059,1,1,explicit_csv,,start_boost,1.021318801151486,1,0.08232,,,1.0,1.0,1,0.0,0.0,0.0,0.08232
2060,2,2,explicit_csv,,start_boost,1.0212287281664796,1,0.08236,,,1.0,1.0,1,0.0,0.0,0.0,0.08236
2061,5,1,explicit_csv,,start_boost,1.0211389511882978,1,0.0824,,,1.0,1.0,1,0.0,0.0,0.0,0.0824
2062,6,2,explicit_csv,,start_boost,1.021049469681814,1,0.08244,,,1.0,1.0,1,0.0,0.0,0.0,0.08244
2063,7,1,explicit_csv,,start_boost,1.0209602831106273,1,0.08248,,,1.0,1.0,1,0.0,0.0,0.0,0.08248
2064,8,2,explicit_csv,,start_boost,1.020871390937077,1,0.08252,,,1.0,1.0,1,0.0,0.0,0.0,0.08252
2065,9,1,explicit_csv,,start_boost,1.0207827926222564,1,0.08256,,,1.0,1.0,1,0.0,0.0,0.0,0.08256
2066,1,2,explicit_csv,,start_boost,1.020694487626026,1,0.0826,,,1.0,1.0,1,0.0,0.0,0.0,0.0826
2067,2,1,explicit_csv,,start_boost,1.0206064754070285,1,0.08264,,,1.0,1.0,1,0.0,0.0,0.0,0.08264
2068,5,2,explicit_csv,,start_boost,1.0205187554227015,1,0.08268,,,1.0,1.0,1,0.0,0.0,0.0,0.08268
2069,6,1,explicit_csv,,start_boost,1.0204313271292922,1,0.08272,,,1.0,1.0,1,0.0,0.0,0.0,0.08272
2070,7,2,explicit_csv,,start_boost,1.0203441899818708,1,0.08276,,,1.0,1.0,1,0.0,0.0,0.0,0.08276
2071,8,1,explicit_csv,,start_boost,1.0202573434343436,1,0.0828,,,1.0,1.0,1,0.0,0.0,0.0,0.0828
2072,9,2,explicit_csv,,start_boost,1.0201707869394683,1,0.08284,,,1.0,1.0,1,0.0,0.0,0.0,0.08284
2073,1,1,explicit_csv,,start_boost,1.0200845199488655,1,0.08288,,,1.0,1.0,1,0.0,0.0,0.0,0.08288
2074,2,2,explicit_csv,,start_boost,1.019998541913034,1,0.08292,,,1.0,1.0,1,0.0,0.0,0.0,0.08292
2075,5,1,explicit_csv,,start_boost,1.0199128522813639,1,0.08296,,,1.0,1.0,1,0.0,0.0,0.0,0.08296
2076,6,2,explicit_csv,,start_boost,1.0198274505021494,1,0.083,,,1.0,1.0,1,0.0,0.0,0.0,0.083
2077,7,1,explicit_csv,,start_boost,1.019742336022604,1,0.08304,,,1.0,1.0,1,0.0,0.0,0.0,0.08304
2078,8,2,explicit_csv,,start_boost,1.0196575082888717,1,0.08308,,,1.0,1.0,1,0.0,0.0,0.0,0.08308
2079,9,1,explicit_csv,,start_boost,1.0195729667460425,1,0.08312,,,1.0,1.0,1,0.0,0.0,0.0,0.08312
2080,1,2,explicit_csv,,start_boost,1.0194887108381643,1,0.08316,,,1.0,1.0,1,0.0,0.0,0.0,0.08316
2081,2,1,explicit_csv,,start_boost,1.0194047400082573,1,0.0832,,,1.0,1.0,1,0.0,0.0,0.0,0.0832
2082,5,2,explicit_csv,,start_boost,1.019321053698327,1,0.08324,,,1.0,1.0,1,0.0,0.0,0.0,0.08324
2083,6,1,explicit_csv,,start_boost,1.0192376513493766,1,0.08328,,,1.0,1.0,1,0.0,0.0,0.0,0.08328
2084,7,2,explicit_csv,,start_boost,1.0191545324014217,1,0.08332,,,1.0,1.0,1,0.0,0.0,0.0,0.08332
2085,8,1,explicit_csv,,start_boost,1.019071696293503,1,0.08336,,,1.0,1.0,1,0.0,0.0,0.0,0.08336
2086,9,2,explicit_csv,,start_boost,1.0189891424636983,1,0.0834,,,1.0,1.0,1,0.0,0.0,0.0,0.0834
2087,1,1,explicit_csv,,start_boost,1.0189068703491377,1,0.08344,,,1.0,1.0,1,0.0,0.0,0.0,0.08344
2088,2,2,explicit_csv,,start_boost,1.018824879386015,1,0.08348,,,1.0,1.0,1,0.0,0.0,0.0,0.08348
2089,5,1,explicit_csv,,start_boost,1.0187431690096016,1,0.08352,,,1.0,1.0,1,0.0,0.0,0.0,0.08352
2090,6,2,explicit_csv,,start_boost,1.0186617386542591,1,0.08356,,,1.0,1.0,1,0.0,0.0,0.0,0.08356
2091,7,1,explicit_csv,,start_boost,1.0185805877534526,1,0.0836,,,1.0,1.0,1,0.0,0.0,0.0,0.0836
2092,8,2,explicit_csv,,start_boost,1.0184997157397635,1,0.08364,,,1.0,1.0,1,0.0,0.0,0.0,0.08364
2093,9,1,explicit_csv,,start_boost,1.0184191220449021,1,0.08368,,,1.0,1.0,1,0.0,0.0,0.0,0.08368
2094,1,2,explicit_csv,,start_boost,1.0183388060997216,1,0.08372,,,1.0,1.0,1,0.0,0.0,0.0,0.08372
2095,2,1,explicit_csv,,start_boost,1.0182587673342292,1,0.08376,,,1.0,1.0,1,0.0,0.0,0.0,0.08376
2096,5,2,explicit_csv,,start_boost,1.0181790051776,1,0.0838,,,1.0,1.0,1,0.0,0.0,0.0,0.0838
2097,6,1,explicit_csv,,start_boost,1.01809951905819,1,0.08384,,,1.0,1.0,1,0.0,0.0,0.0,0.08384
2098,7,2,explicit_csv,,start_boost,1.0180203084035477,1,0.08388,,,1.0,1.0,1,0.0,0.0,0.0,0.08388
2099,8,1,explicit_csv,,start_boost,1.0179413726404276,1,0.08392,,,1.0,1.0,1,0.0,0.0,0.0,0.08392
2100,9,2,explicit_csv,,start_boost,1.0178627111948026,1,0.08396,,,1.0,1.0,1,0.0,0.0,0.0,0.08396
2101,1,1,explicit_csv,,start_boost,1.0177843234918773,1,0.084,,,1.0,1.0,1,0.0,0.0,0.0,0.084
2102,2,2,explicit_csv,,start_boost,1.0177062089560986,1,0.08404,,,1.0,1.0,1,0.0,0.0,0.0,0.08404
2103,5,1,explicit_csv,,start_boost,1.0176283670111703,1,0.08408,,,1.0,1.0,1,0.0,0.0,0.0,0.08408
2104,6,2,explicit_csv,,start_boost,1.0175507970800648,1,0.08412,,,1.0,1.0,1,0.0,0.0,0.0,0.08412
2105,7,1,explicit_csv,,start_boost,1.017473498585035,1,0.08416,,,1.0,1.0,1,0.0,0.0,0.0,0.08416
2106,8,2,explicit_csv,,start_boost,1.0173964709476275,1,0.0842,,,1.0,1.0,1,0.0,0.0,0.0,0.0842
2107,9,1,explicit_csv,,start_boost,1.0173197135886942,1,0.08424,,,1.0,1.0,1,0.0,0.0,0.0,0.08424
2108,1,2,explicit_csv,,start_boost,1.0172432259284057,1,0.08428,,,1.0,1.0,1,0.0,0.0,0.0,0.08428
2109,2,1,explicit_csv,,start_boost,1.017167007386262,1,0.08432,,,1.0,1.0,1,0.0,0.0,0.0,0.08432
2110,5,2,explicit_csv,,start_boost,1.0170910573811065,1,0.08436,,,1.0,1.0,1,0.0,0.0,0.0,0.08436
2111,6,1,explicit_csv,,start_boost,1.0170153753311364,1,0.0844,,,1.0,1.0,1,0.0,0.0,0.0,0.0844
2112,7,2,explicit_csv,,start_boost,1.0169399606539165,1,0.08444,,,1.0,1.0,1,0.0,0.0,0.0,0.08444
2113,8,1,explicit_csv,,start_boost,1.01686481276639,1,0.08448,,,1.0,1.0,1,0.0,0.0,0.0,0.08448
2114,9,2,explicit_csv,,start_boost,1.0167899310848911,1,0.08452,,,1.0,1.0,1,0.0,0.0,0.0,0.08452
