particle_id,release_time,released,active,stuck,absorbed,escaped,final_step_name,final_segment_name,source_part_id,material_id,x,v_x,y,v_y
1,0.0,1,1,0,0,0,run,run,1,1,0.08234209091642115,0.03452054194595029,0.01852607512034682,-0.01550151670090038
2,4.0004000400040005e-05,1,1,0,0,0,run,run,2,2,0.0384624267673525,-0.004157689662755196,0.01200355414391486,0.006069110064261331
3,8.000800080008001e-05,1,1,0,0,0,run,run,3,1,0.10159905660224788,1.6796711591049451e-12,0.06207406956506433,-1.437315164890679e-13
4,0.0001200120012001,1,1,0,0,0,run,run,4,2,0.019947690692068632,0.012017351626153564,0.014753917483306562,0.015190684111027211
5,0.0001600160016001,1,1,0,0,0,run,run,5,1,0.04190835762365084,0.007602485332763006,0.013992824039681093,0.004380504735784939
6,0.0002000200020002,1,0,1,0,0,run,run,6,2,1e-06,0.0,0.004044052354532074,0.0
7,0.0002400240024002,1,0,1,0,0,run,run,7,1,0.053801,0.0,-0.005090086148116599,0.0
8,0.0002800280028002,1,1,0,0,0,run,run,8,2,0.08391520937734837,0.021755569066877402,0.016363571909779363,-0.01628354519881755
9,0.0003200320032003,1,1,0,0,0,run,run,9,1,0.006771005275211809,0.02459907829232641,0.016892529086266553,0.02168304241535849
10,0.0003600360036003,1,1,0,0,0,run,run,10,2,0.04745360569231153,0.04949771795029893,0.02108367245620728,0.0016773041777746727
11,0.0004000400040004,1,1,0,0,0,run,run,11,1,0.020948306384243106,0.03368939375683315,0.018423101209259468,0.01471158474982845
12,0.0004400440044004,1,1,0,0,0,run,run,12,2,0.024452594848272474,0.005254060808405322,0.013605895612580141,0.012969533205802904
13,0.0004800480048004,1,1,0,0,0,run,run,1,1,0.0513146153029297,0.018167793224647955,0.015776096525738272,-0.0002420805483163273
14,0.0005200520052005,1,1,0,0,0,run,run,2,2,0.026604897195692628,0.020063435541184747,0.016112292475107627,0.011919434703324195
15,0.0005600560056005,1,1,0,0,0,run,run,3,1,0.009231431125481807,0.02449508860735975,0.01687340660258137,0.020472133497040364
16,0.0006000600060006,1,1,0,0,0,run,run,4,2,0.009239598435561705,0.004567831107827392,0.01349905251890423,0.02045585562103459
17,0.0006400640064006,1,0,1,0,0,run,run,5,1,1e-06,0.0,0.0034790410122580557,0.0
18,0.0006800680068006,1,0,1,0,0,run,run,6,2,1e-06,0.0,0.009877938649874985,0.0
19,0.0007200720072007,1,0,1,0,0,run,run,7,1,1e-06,0.0,0.003966328537837681,0.0
20,0.0007600760076007,1,1,0,0,0,run,run,8,2,0.08317045977394223,0.0029725634062446305,0.013183440977871427,-0.01592858752714448
21,0.0008000800080008,1,1,0,0,0,run,run,9,1,0.007219360855828031,0.040821908907835214,0.01963931935873134,0.021472373675871965
22,0.0008400840084008,1,1,0,0,0,run,run,10,2,0.005912892763778886,0.031562179424060866,0.01807214213327643,0.022109627224467073
23,0.0008800880088008,1,0,1,0,0,run,run,11,1,0.053801,0.0,-0.02788388845836385,0.0
24,0.0009200920092009,1,1,0,0,0,run,run,12,2,0.014428827900763995,0.05679982389642701,0.022340478064283523,0.01793422065076819
25,0.0009600960096009,1,1,0,0,0,run,run,1,1,0.0699499167653709,0.020875415890853805,0.016223123565130556,-0.00941137230513924
26,0.001000100010001,1,1,0,0,0,run,run,2,2,0.027410131633444995,0.01352941028211684,0.015005368807151552,0.011519136637115315
27,0.001040104010401,1,1,0,0,0,run,run,3,1,0.026721806443661556,0.019114782647773807,0.015951581994392196,0.011861316789223891
28,0.001080108010801,1,0,1,0,0,run,run,4,2,0.053801,0.0,-0.004613889713312692,0.0
29,0.0011201120112011,1,1,0,0,0,run,run,5,1,0.010880504472565757,0.03345739189227328,0.01839000889843704,0.019666091274981378
30,0.0011601160116011,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.0031583200212529925,0.0
31,0.0012001200120012,1,1,0,0,0,run,run,7,1,0.005336479222156807,-0.004439136528988829,0.01197627366490146,0.022371149904691766
32,0.0012401240124012,1,1,0,0,0,run,run,8,2,0.07440977554015847,0.016960266092330326,0.015557414634807157,-0.01160860303673794
33,0.0012801280128012,1,1,0,0,0,run,run,9,1,0.013208985443529326,1.0998420022184611e-14,0.025399999999999926,2.8240557865582002e-15
34,0.0013201320132013,1,1,0,0,0,run,run,10,2,0.06925992336341286,-0.04552174346102165,0.004980295297280249,-0.009112652172122291
35,0.0013601360136013,1,1,0,0,0,run,run,11,1,0.032297626749615525,0.04586620045480031,0.02047805886939174,0.009133754855848728
36,0.0014001400140014,1,1,0,0,0,run,run,12,2,0.05363803566748814,-0.0006854582480948422,0.012582183211101992,-0.001397099056366156
37,0.0014401440144014,1,1,0,0,0,run,run,1,1,0.03707877505857907,0.0012688535826627899,0.025391340413564393,0.00011893581706857168
38,0.0014801480148014,1,1,0,0,0,run,run,2,2,0.055311955088325905,0.02793621746618531,0.017427757408488044,-0.0022032750126139496
39,0.0015201520152015,1,0,1,0,0,run,run,3,1,1e-06,0.0,0.005074075962283638,0.0
40,0.0015601560156015,1,1,0,0,0,run,run,4,2,0.022002327733772222,-0.0046548741248726745,0.011929489883228638,0.014169283142570342
41,0.0016001600160016,1,1,0,0,0,run,run,5,1,0.012848474483221942,0.017488420427754024,0.015684719009564897,0.018687774212658954
42,0.0016401640164016,1,1,0,0,0,run,run,6,2,0.05776481308318166,0.008032652313123272,0.014055911345595255,-0.003422639542981578
43,0.0016801680168016,1,1,0,0,0,run,run,7,1,0.021551857649597998,-0.028308415868278227,0.007924433781390088,0.014376421390010354
44,0.0017201720172017,1,1,0,0,0,run,run,8,2,0.07890576532802747,0.03757816386913012,0.019045946352034014,-0.013808523034576858
45,0.0017601760176017,1,1,0,0,0,run,run,9,1,0.05510727677710756,0.06931903574819875,0.024435374136589496,-0.0020770898630274237
46,0.0018001800180018,1,1,0,0,0,run,run,10,2,0.006337904787456109,0.01073508421080994,0.014545159097065273,0.021887654762500767
47,0.0018401840184018,1,1,0,0,0,run,run,11,1,0.07668635612603436,0.02827856966657275,0.01747258030825186,-0.012722009943109241
48,0.0018801880188018,1,1,0,0,0,run,run,12,2,0.020377464390095072,0.008529979418841734,0.014163124720470448,0.014977035051620822
49,0.0019201920192019,1,0,1,0,0,run,run,1,1,0.101599,0.0,0.05595533430122529,0.0
50,0.0019601960196019,1,1,0,0,0,run,run,2,2,0.01818159055148843,0.026348262461021878,0.017181704912574446,0.016068647642963115
51,0.002000200020002,1,0,1,0,0,run,run,3,1,1e-06,0.0,0.00645472640782122,0.0
52,0.002040204020402,1,0,1,0,0,run,run,4,2,0.053801,0.0,-0.0066486905368954114,0.0
53,0.002080208020802,1,1,0,0,0,run,run,5,1,0.017319937922154523,0.03334008966146404,0.018366184418478985,0.016496992315141967
54,0.0021202120212021,1,1,0,0,0,run,run,6,2,0.010531778479396152,-0.023295845605065795,0.008780008188983442,0.019802796676334083
55,0.0021602160216021,1,0,1,0,0,run,run,7,1,0.053801,0.0,-0.006547562471980466,0.0
56,0.0022002200220022,1,1,0,0,0,run,run,8,2,0.0022029867420823193,0.018682048950521224,0.01589338882409314,0.023927453221012522
57,0.0022402240224022,1,1,0,0,0,run,run,9,1,0.08862142631531605,0.025771853306298508,0.01704076764167851,-0.018597136604987262
58,0.0022802280228022,1,1,0,0,0,run,run,10,2,0.01728561001891107,0.006309787816795853,0.013789074256716192,0.01649725800164245
59,0.0023202320232023,1,1,0,0,0,run,run,11,1,0.018764333987579804,0.021619626734008468,0.016380630751419385,0.015778954282089953
60,0.0023602360236023,1,0,1,0,0,run,run,12,2,1e-06,0.0,0.002936487378454833,0.0
61,0.0024002400240024,1,1,0,0,0,run,run,1,1,0.046043832289009136,0.060937237418009875,0.02302163173043572,0.0023781305963638485
62,0.0024402440244024,1,1,0,0,0,run,run,2,2,0.04571133456096766,0.018948054936240858,0.015911667778284733,0.0025159319118212746
63,0.0024802480248024,1,1,0,0,0,run,run,3,1,0.015858672452200535,0.017888584831518884,0.015750628421856414,0.0172066170674934
64,0.0025202520252025,1,1,0,0,0,run,run,4,2,0.011471713629205167,1.194788362700756e-13,0.025399999999999208,3.209629704971899e-14
65,0.0025602560256025,1,1,0,0,0,run,run,5,1,0.03047648989212503,0.05929028305086939,0.0227523239011862,0.010038245661053748
66,0.0026002600260026,1,1,0,0,0,run,run,6,2,0.0659470151721158,0.018340215864447815,0.015796292115491762,-0.007442991106116653
67,0.0026402640264026,1,1,0,0,0,run,run,7,1,0.07478330126307839,0.0430257393123523,0.01997093848155112,-0.011776391062976968
68,0.0026802680268026,1,1,0,0,0,run,run,8,2,0.015775619445785392,0.017938982731505022,0.015759213557705064,0.0172475207970645
69,0.0027202720272027,1,1,0,0,0,run,run,9,1,0.03898121025169273,-0.008286824844744483,0.011304034757878759,0.005811261989968152
70,0.0027602760276027,1,1,0,0,0,run,run,10,2,0.026659400938852974,9.275991757680021e-08,0.025399999374795142,1.529562834423097e-08
71,0.0028002800280028,1,1,0,0,0,run,run,11,1,0.02292702196285067,0.04871252921897132,0.02096580167410814,0.013747044689326459
72,0.0028402840284028,1,1,0,0,0,run,run,12,2,0.020062829585737494,0.010639393113658907,0.014520512337502593,0.01513317334525239
73,0.0028802880288028,1,1,0,0,0,run,run,1,1,0.03494286140781639,0.023801230259354003,0.016740096529648436,0.007818386727703837
74,0.0029202920292029,1,1,0,0,0,run,run,2,2,0.049676522478034134,-0.012972385960685258,0.010504033685861473,0.0005449148394554782
75,0.0029602960296029,1,1,0,0,0,run,run,3,1,0.014995081499113385,-0.00019160612711875726,0.01268958055729268,0.01762049226443651
76,0.003000300030003,1,1,0,0,0,run,run,4,2,0.04679572953614482,0.053716627305374604,0.021798479167444297,0.002003658904197785
77,0.003040304030403,1,1,0,0,0,run,run,5,1,0.007009595291583557,0.004861476944685369,0.013550148364612193,0.021553483696861588
78,0.003080308030803,1,1,0,0,0,run,run,6,2,0.02474274907020171,0.034285060536310114,0.018521633253342704,0.012844598928686488
79,0.0031203120312031,1,1,0,0,0,run,run,7,1,0.014147176047235121,0.030878325895437545,0.017951277504774227,0.018056883523166995
80,0.0031603160316031,1,1,0,0,0,run,run,8,2,0.009310275082397146,0.0036134844953982824,0.01333740634232094,0.02042048657119815
81,0.0032003200320032,1,1,0,0,0,run,run,9,1,0.03708770368601521,0.045690850429507476,0.020445419585717037,0.006776315041009019
82,0.0032403240324032,1,1,0,0,0,run,run,10,2,0.04014275919126278,0.021415882320420934,0.016332978812331592,0.0052579030075770306
83,0.0032803280328032,1,0,1,0,0,run,run,11,1,1e-06,0.0,0.003678037578394675,0.0
84,0.0033203320332033,1,1,0,0,0,run,run,12,2,0.020511942011153108,0.007070819716012966,0.013915957609465504,0.014909957200752376
85,0.0033603360336033,1,1,0,0,0,run,run,1,1,0.04140677987228203,0.026494011716797713,0.02521823420394655,0.0017058145466165207
86,0.0034003400340034,1,1,0,0,0,run,run,2,2,0.008794767744702515,-0.009323209485478485,0.011147109869527305,0.02066622409391455
87,0.0034403440344034,1,1,0,0,0,run,run,3,1,0.08529901896075505,0.04485849750079748,0.020274816665182487,-0.016950344852018028
88,0.0034803480348034,1,1,0,0,0,run,run,4,2,0.004048266852620414,0.028391705214805274,0.01753642219658013,0.02302531186133928
89,0.0035203520352035,1,1,0,0,0,run,run,5,1,0.09001668477330271,0.01444771829413369,0.015122355731691904,-0.01929074882939577
90,0.0035603560356035,1,1,0,0,0,run,run,6,2,0.05365042529909454,0.04061578852960831,0.019575853631794107,-0.0013777893427798593
91,0.0036003600360036,1,1,0,0,0,run,run,7,1,0.033837850212846354,0.032581467303167466,0.01822756315191979,0.008367595176662482
92,0.0036403640364036,1,0,1,0,0,run,run,8,2,1e-06,0.0,0.005398929415385866,0.0
93,0.0036803680368036,1,1,0,0,0,run,run,9,1,0.08598251251426468,0.027036495032622936,0.017256537010714165,-0.01729767474228459
94,0.0037203720372037,1,0,1,0,0,run,run,10,2,0.053801,0.0,-0.002309753702762175,0.0
95,0.0037603760376037,1,0,1,0,0,run,run,11,1,1e-06,0.0,0.011252522410079189,0.0
96,0.0038003800380038,1,0,1,0,0,run,run,12,2,0.053801,0.0,-0.0007936564224475,0.0
97,0.0038403840384038,1,1,0,0,0,run,run,1,1,0.022946012345558906,-0.01226990245465887,0.010639431185868749,0.013700184848127942
98,0.0038803880388038,1,1,0,0,0,run,run,2,2,0.06817949759260426,-0.0748298280798935,1.8124092457393346e-05,-0.00859897343163677
99,0.0039203920392039,1,1,0,0,0,run,run,3,1,0.004620643458504898,0.00017441807071972963,0.012757942627938093,0.02272627095965488
100,0.0039603960396039,1,1,0,0,0,run,run,4,2,0.030497217545930794,8.795262009521618e-05,0.02539940447747282,1.2197352020792729e-05
101,0.004000400040004,1,0,1,0,0,run,run,5,1,1e-06,0.0,0.004649552871157713,0.0
102,0.004040404040404,1,1,0,0,0,run,run,6,2,0.04243834332193253,0.003175548726476475,0.013242870052773185,0.004116960539665308
103,0.004080408040804,1,1,0,0,0,run,run,7,1,0.05745216213789837,0.010407813465789327,0.014458297646731498,-0.0032673140843323466
104,0.0041204120412041,1,1,0,0,0,run,run,8,2,0.020585299307949424,0.006487934712044595,0.013817210618501706,0.01487349743692673
105,0.0041604160416041,1,1,0,0,0,run,run,9,1,0.01975294117503225,6.042981495643905e-11,0.02539999999959601,1.2815355326085142e-11
106,0.0042004200420042,1,1,0,0,0,run,run,10,2,0.03258858596805544,0.0077099788009857275,0.02534766509783095,0.0009595780690126206
107,0.0042404240424042,1,1,0,0,0,run,run,11,1,0.0767531866050738,0.05413923105167788,0.021851611350600368,-0.012738990583354138
108,0.0042804280428042,1,1,0,0,0,run,run,12,2,0.005366714136453753,0.03494837056688966,0.01864587317658026,0.022380500189480224
109,0.0043204320432043,1,1,0,0,0,run,run,1,1,0.06871745590654266,0.030392410712451277,0.01783542624463906,-0.008798989056213952
110,0.0043604360436043,1,1,0,0,0,run,run,2,2,0.009295423746252305,0.04509693607637156,0.020361946868460174,0.02045331441890236
111,0.0044004400440044,1,0,1,0,0,run,run,3,1,1e-06,0.0,0.004980584537991713,0.0
112,0.0044404440444044,1,0,1,0,0,run,run,4,2,0.053801,0.0,-0.0036214880839949277,0.0
113,0.0044804480448044,1,1,0,0,0,run,run,5,1,0.005337981375375085,0.01814384593502483,0.015800324577308268,0.02238430286897271
114,0.0045204520452045,1,1,0,0,0,run,run,6,2,0.017691439422039493,0.05868120683162475,0.02265705188154094,0.016329754869071025
115,0.0045604560456045,1,1,0,0,0,run,run,7,1,0.028250903017904016,0.04265974391569817,0.025111923581132276,0.006585715846370174
116,0.0046004600460046,1,1,0,0,0,run,run,8,2,0.06493898078592482,0.06041555199300404,0.022921669398179613,-0.006921025765100326
117,0.0046404640464046,1,1,0,0,0,run,run,9,1,0.017289703240638898,0.005908322152205452,0.013721090217038224,0.01649499664495629
118,0.0046804680468046,1,1,0,0,0,run,run,10,2,0.1016,2.467452633114616e-15,0.0157107246557851,-3.4626173319694547e-15
119,0.0047204720472047,1,1,0,0,0,run,run,11,1,0.03926237941895738,8.903291181600298e-05,0.025399390766749727,7.0166511118746906e-06
120,0.0047604760476047,1,0,1,0,0,run,run,12,2,1e-06,0.0,0.01065364305945373,0.0
121,0.0048004800480048,1,0,1,0,0,run,run,1,1,1e-06,0.0,0.0024598544366333883,0.0
122,0.0048404840484048,1,0,1,0,0,run,run,2,2,1e-06,0.0,0.0025912756113350994,0.0
123,0.0048804880488048,1,1,0,0,0,run,run,3,1,0.025642337740596852,0.061202737897866,0.023079140058823115,0.012418444734919452
124,0.0049204920492049,1,1,0,0,0,run,run,4,2,0.02697638889818188,-0.01509547317981498,0.010158488520277996,0.011714984698720168
