particle_id,release_time,released,active,stuck,absorbed,escaped,final_step_name,final_segment_name,source_part_id,material_id,x,v_x,y,v_y
1,0.0,1,0,1,0,0,run,run,1,1,0.053801,0.0,-0.003122477819570788,0.0
2,4e-05,1,0,1,0,0,run,run,2,2,0.053801,0.0,-0.027307893915165613,0.0
3,8e-05,1,0,1,0,0,run,run,3,1,0.101599,0.0,0.05354757188228334,0.0
4,0.00012,1,0,1,0,0,run,run,4,2,0.053801,0.0,-0.007215018436164577,0.0
5,0.00016,1,0,1,0,0,run,run,5,1,0.101599,0.0,0.03853025681551527,0.0
6,0.0002,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.017699301772868836,0.0
7,0.00024,1,0,1,0,0,run,run,7,1,0.053801,0.0,-0.018972386160464105,0.0
8,0.00028,1,0,1,0,0,run,run,8,2,0.101599,0.0,0.028250040116632548,0.0
9,0.00032,1,1,0,0,0,run,run,9,1,0.07879833929295024,-0.0035195722467494406,0.011966058789435192,-0.01379603101152448
10,0.00036,1,0,1,0,0,run,run,10,2,0.053801,0.0,-0.02183060848365276,0.0
11,0.0004,1,0,1,0,0,run,run,11,1,1.0000000000000067e-06,0.0,0.011333444152141752,0.0
12,0.00044,1,1,0,0,0,run,run,12,2,0.025549721468415464,0.027049241658210668,0.017405932599341027,0.012559434521735548
13,0.00048,1,0,1,0,0,run,run,1,1,0.053801,0.0,-0.013738878648898474,0.0
14,0.00052,1,1,0,0,0,run,run,2,2,0.07049048097856596,0.05654332546684197,0.022180550449702026,-0.009411932934988957
15,0.00056,1,0,1,0,0,run,run,3,1,0.10159899999999998,0.0,0.020551463480555206,0.0
16,0.0006,1,0,1,0,0,run,run,4,2,0.101599,0.0,0.03677261944886268,0.0
17,0.00064,1,0,1,0,0,run,run,5,1,0.053801,0.0,-0.014450177097102942,0.0
18,0.00068,1,0,1,0,0,run,run,6,2,0.053801,0.0,-0.0068848838222965855,0.0
19,0.00072,1,1,0,0,0,run,run,7,1,0.07511329228997532,-0.02201873214598063,0.008850759061938258,-0.012073562800903112
20,0.00076,1,0,1,0,0,run,run,8,2,0.053801,0.0,-0.0044768140448463575,0.0
21,0.0008,1,1,0,0,0,run,run,9,1,0.05444905015471119,-0.06493192824110026,0.0016837067582744687,-0.002115339289922324
22,0.00084,1,1,0,0,0,run,run,10,2,0.07120462778689472,-0.04244606251436861,0.005409961391208466,-0.010250535635845671
23,0.00088,1,0,1,0,0,run,run,11,1,0.053801,0.0,-0.006578064228594888,0.0
24,0.00092,1,0,1,0,0,run,run,12,2,0.053801,0.0,-0.0038276282002667385,0.0
25,0.00096,1,1,0,0,0,run,run,1,1,0.018053786185428848,0.010937041673416586,0.01471369659064525,0.016169086728004586
