particle_id,release_time,source_part_id,material_id,source_event_tag,x,vx,y,vy
1,0.0,1,1,,0.086000373723753,0.0,-0.0004950089280391,0.0
2,4e-05,2,2,,0.0941572550419017,0.0,-0.0242106313907285,0.0
3,8e-05,3,1,,0.0667846604246107,0.0,0.0626649529768761,0.0
4,0.00012,4,2,,0.0742669789383697,0.0,-0.0058077430648791,0.0
5,0.00016,5,1,,0.0815509069350418,0.0,0.0427858571333913,0.0
6,0.0002,6,2,,0.0746181453061088,0.0,-0.0168333414060199,0.0
7,0.00024,7,1,,0.0874839754944661,0.0,-0.0170889515773159,0.0
8,0.00028,8,2,,0.0756175483456248,0.0,0.0341159187175398,0.0
9,0.00032,9,1,,0.0589501675492882,0.0,0.0203691168049196,0.0
10,0.00036,10,2,,0.0989339100625349,0.0,-0.0185373558013457,0.0
11,0.0004,11,1,,0.0062903133099079,0.0,0.0052685042516359,0.0
12,0.00044,12,2,,0.0298986589793563,0.0,0.0066055831133073,0.0
13,0.00048,1,1,,0.0839014995739695,0.0,-0.0123951693493465,0.0
14,0.00052,2,2,,0.0230338509244118,0.0,0.0201253672674546,0.0
15,0.00056,3,1,,0.058573861910119,0.0,0.0292418895059165,0.0
16,0.0006,4,2,,0.06962263970935,0.0,0.0431751481475931,0.0
17,0.00064,5,1,,0.0910631612852571,0.0,-0.0128485152815617,0.0
18,0.00068,6,2,,0.074585567318846,0.0,-0.0057055378290098,0.0
19,0.00072,7,1,,0.0686402088795354,0.0,0.0187068985750634,0.0
20,0.00076,8,2,,0.0771225223733592,0.0,-0.0023909392238139,0.0
21,0.0008,9,1,,0.0884561437620636,0.0,0.0114798473426124,0.0
22,0.00084,10,2,,0.0793755086323876,0.0,0.0169160779580257,0.0
23,0.00088,11,1,,0.06654776979848,0.0,-0.0059997455172755,0.0
24,0.00092,12,2,,0.0882668290240921,0.0,0.0002455855412034,0.0
25,0.00096,1,1,,0.0373964750111815,0.0,0.0039651971656999,0.0
26,0.001,2,2,,0.0939661971565184,0.0,0.0182027972145176,0.0
27,0.00104,3,1,,0.0454191373282217,0.0,0.0086664816379398,0.0
28,0.00108,4,2,,0.085703661735655,0.0,0.0591526570433789,0.0
29,0.00112,5,1,,0.0252349164781576,0.0,0.0091405775019746,0.0
30,0.00116,6,2,,0.0650257804470201,0.0,-0.0290049504333611,0.0
31,0.0012,7,1,,0.0927069424542012,0.0,0.0435232355701673,0.0
32,0.00124,8,2,,0.0914622520796317,0.0,-0.0269828884533336,0.0
33,0.00128,9,1,,0.0816606520549952,0.0,0.0251684661025839,0.0
34,0.00132,10,2,,0.0477528736622283,0.0,0.0029820521071655,0.0
35,0.00136,11,1,,0.0576874750885396,0.0,-0.0095926270175329,0.0
36,0.0014,12,2,,0.0777534315160521,0.0,0.0294470717998021,0.0
37,0.00144,1,1,,0.0915518216891045,0.0,-0.0233445452762353,0.0
38,0.00148,2,2,,0.0854655050942864,0.0,0.0333880499866006,0.0
39,0.00152,3,1,,0.0664054312764346,0.0,0.0597657157542399,0.0
40,0.00156,4,2,,0.0491763987320388,0.0,0.0048846121311571,0.0
41,0.0016,5,1,,0.0009215780477758,0.0,0.0126383058535638,0.0
42,0.00164,6,2,,0.0828337758406692,0.0,-0.0118107444783615,0.0
43,0.00168,7,1,,0.0564685148645725,0.0,0.0061962656436952,0.0
44,0.00172,8,2,,0.0684412923915192,0.0,-0.0311809283540374,0.0
45,0.00176,9,1,,0.0554009726071958,0.0,0.0485467192582861,0.0
46,0.0018,10,2,,0.0805556226131016,0.0,0.0195291701279031,0.0
47,0.00184,11,1,,0.0792169971538715,0.0,-0.0317513462046089,0.0
48,0.00188,12,2,,0.0365772110555708,0.0,0.0008496787117685,0.0
49,0.00192,1,1,,0.0130011796850539,0.0,0.0106597685453552,0.0
50,0.00196,2,2,,0.0995135120170082,0.0,0.0398221273641052,0.0
51,0.002,3,1,,0.0458518312453069,0.0,0.0166243000497975,0.0
52,0.00204,4,2,,0.0840725543559919,0.0,-0.0293515368245986,0.0
53,0.00208,5,1,,0.0733124246539171,0.0,0.0536524868791397,0.0
54,0.00212,6,2,,0.0505879001180443,0.0,0.020224352815726,0.0
55,0.00216,7,1,,0.0707569137240549,0.0,0.061144420737775,0.0
56,0.0022,8,2,,0.0763310737505445,0.0,0.0311766248519729,0.0
57,0.00224,9,1,,0.0598876162131734,0.0,-0.0112583650366658,0.0
58,0.00228,10,2,,0.0677638504504524,0.0,0.060551134520627,0.0
59,0.00232,11,1,,0.0567327467890372,0.0,-0.029169155302347,0.0
60,0.00236,12,2,,0.0117843131783219,0.0,0.00192527882734,0.0
61,0.0024,1,1,,0.0998536261635137,0.0,0.0549512817637219,0.0
62,0.00244,2,2,,0.0694030693604809,0.0,0.0325740035135028,0.0
63,0.00248,3,1,,0.0639932130488007,0.0,0.0513379922047088,0.0
64,0.00252,4,2,,0.0031031995530721,0.0,0.0210700404070578,0.0
65,0.00256,5,1,,0.0808505492600494,0.0,-0.0275000232940718,0.0
66,0.0026,6,2,,0.1007166667611428,0.0,0.0398164663600562,0.0
67,0.00264,7,1,,0.0504869410508377,0.0,0.0194944494711163,0.0
68,0.00268,8,2,,0.077964067638056,0.0,0.0431901583388543,0.0
69,0.00272,9,1,,0.0548783333576594,0.0,0.021713008532071,0.0
70,0.00276,10,2,,0.0760780106207578,0.0,0.0027666285044229,0.0
71,0.0028,11,1,,0.0892003495185311,0.0,0.0544696167040349,0.0
72,0.00284,12,2,,0.0776325966967979,0.0,-0.0211667124885713,0.0
73,0.00288,1,1,,0.0625155177184737,0.0,0.0563458507548492,0.0
74,0.00292,2,2,,0.0661618474376881,0.0,0.0518268377247818,0.0
75,0.00296,3,1,,0.0202617307117693,0.0,0.0084439879705239,0.0
76,0.003,4,2,,0.0280437460495408,0.0,0.0042588221298106,0.0
77,0.00304,5,1,,0.0559241940245458,0.0,0.0175462699030609,0.0
78,0.00308,6,2,,0.0144653794565243,0.0,0.0090240703458481,0.0
