save_index,time_s,step_name,segment_name
0,0.0,run,run
1,0.09999999999999999,run,run
2,0.20000000000000004,run,run
3,0.3000000000000001,run,run
4,0.4000000000000002,run,run
5,0.5000000000000002,run,run
6,0.6000000000000003,run,run
7,0.7000000000000004,run,run
8,0.8,run,run
