particle_id,release_time,source_part_id,material_id,source_event_tag,x,vx,y,vy
6445,0.25776,1,1,,0.0997094649283494,0.0,0.0388416599534171,0.0
6446,0.2578,2,2,,0.0923715910501327,0.0,0.0488512240959356,0.0
6447,0.25784,3,1,,0.0616599750201432,0.0,0.0490669459743514,0.0
6448,0.25788,4,2,,0.0746809448006615,0.0,0.062764690895663,0.0
6449,0.25792,5,1,,0.0755283792908023,0.0,-0.0240707118283732,0.0
6450,0.25796,6,2,,0.0763098927456236,0.0,-0.0292017677724317,0.0
6451,0.258,7,1,,0.0360889554860004,0.0,0.0092724795443142,0.0
6452,0.25804,8,2,,0.0023716831417584,0.0,0.0222007778853735,0.0
6453,0.25808,9,1,,0.0816923175847537,0.0,-0.0320742394208356,0.0
6454,0.25812,10,2,,0.0777498965193096,0.0,0.0138854806973449,0.0
6455,0.25816,11,1,,0.0703963552395351,0.0,-0.0068811951555974,0.0
6456,0.2582,12,2,,0.0868195381061716,0.0,0.0318489512639668,0.0
6457,0.25824,1,1,,0.0866139223507534,0.0,-0.0314229591130345,0.0
6458,0.25828,2,2,,0.0875926236994575,0.0,0.031721806909182,0.0
6459,0.25832,3,1,,0.0319891175282752,0.0,0.0035917860967106,0.0
6460,0.25836,4,2,,0.094538838509344,0.0,0.0100810745523804,0.0
6461,0.2584,5,1,,0.0527631270034083,0.0,0.0127872791437818,0.0
6462,0.25844,6,2,,0.0772363453453597,0.0,0.0095879083744681,0.0
6463,0.25848,7,1,,0.0885280595162084,0.0,0.0196449912986319,0.0
6464,0.25852,8,2,,0.071714078755995,0.0,0.0177278943126357,0.0
6465,0.25856,9,1,,0.0837359565720112,0.0,-0.0028576518872229,0.0
6466,0.2586,10,2,,0.0817169228367434,0.0,-0.0118327611114491,0.0
6467,0.25864,11,1,,0.0828646160849126,0.0,0.0414476797089173,0.0
6468,0.25868,12,2,,0.0945217240491686,0.0,0.0399465741721328,0.0
6469,0.25872,1,1,,0.0779022928505058,0.0,0.0191891114020377,0.0
6470,0.25876,2,2,,0.0278099871445576,0.0,0.0169892665293797,0.0
6471,0.2588,3,1,,0.0697138880864618,0.0,0.0276740657564802,0.0
6472,0.25884,4,2,,0.0793994153683299,0.0,-0.0173879156267842,0.0
6473,0.25888,5,1,,0.0612032055934322,0.0,0.0363960905476267,0.0
6474,0.25892,6,2,,0.0926919776523401,0.0,0.0574985329891764,0.0
6475,0.25896,7,1,,0.0331761812949353,0.0,0.0075864128412629,0.0
6476,0.259,8,2,,0.0810671035196709,0.0,-0.0093600660400382,0.0
6477,0.25904,9,1,,0.0208702755289698,0.0,0.0006929114690663,0.0
6478,0.25908,10,2,,0.0634654055257225,0.0,-0.037365252016475,0.0
6479,0.25912,11,1,,0.0821007447957054,0.0,0.0469882376232128,0.0
6480,0.25916,12,2,,0.0278125078543941,0.0,0.0115865312861166,0.0
6481,0.2592,1,1,,0.0571930553987694,0.0,0.0375689922354313,0.0
6482,0.25924,2,2,,0.0984390232716278,0.0,0.0043323440754362,0.0
6483,0.25928,3,1,,0.0005471841522981,0.0,0.0091728530757132,0.0
6484,0.25932,4,2,,0.0488025470557631,0.0,0.024302973313346,0.0
6485,0.25936,5,1,,0.0886066845438924,0.0,0.0349672986528652,0.0
6486,0.2594,6,2,,0.1002047802877768,0.0,-0.0369456415982949,0.0
6487,0.25944,7,1,,0.061052248533089,0.0,-0.0136578621302449,0.0
6488,0.25948,8,2,,0.0950898500796726,0.0,0.0047234066121157,0.0
6489,0.25952,9,1,,0.0562838398482386,0.0,-0.0181222612088933,0.0
6490,0.25956,10,2,,0.0221942847378529,0.0,0.0150929844737818,0.0
6491,0.2596,11,1,,0.0553993130240919,0.0,0.0019532269451829,0.0
6492,0.25964,12,2,,0.0257162378828496,0.0,0.0253453694920112,0.0
6493,0.25968,1,1,,0.0509795230381769,0.0,0.0043946490317138,0.0
6494,0.25972,2,2,,0.0769949390190553,0.0,0.0529387720864358,0.0
6495,0.25976,3,1,,0.0407252589813248,0.0,0.0140340594915523,0.0
6496,0.2598,4,2,,0.0116978261527702,0.0,0.0163857373658741,0.0
