particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability,source_x,source_y,release_offset_m,target_x,target_y,initial_speed_mps,particle_model
1265,0.17775589541126283,0.024,-540.19068287395351,31.758079556745013,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17775589541126283,0.021999999999999999,0.0020000000000000018,0.12982193030523884,0.02203170573181646,541.12341427899855,neutral_100nm_low_pressure_redeposit
1266,0.16102843556941909,0.024,-479.56495903544169,-37.393339363784577,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16102843556941909,0.021999999999999999,0.0020000000000000018,0.056257881399586041,0.022365502794006724,481.02059390782847,neutral_100nm_low_pressure_redeposit
1267,0.17747619526863698,0.024,-432.43942703961272,33.960360731788448,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17747619526863698,0.021999999999999999,0.0020000000000000018,0.12366087485271782,0.021961848178343641,433.77086596425738,neutral_100nm_low_pressure_redeposit
1268,0.15542659267501172,0.024,-736.40567097463554,-42.394770933575295,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.15542659267501172,0.021999999999999999,0.0020000000000000018,0.12030292354484762,0.021928558159976592,737.62499201566754,neutral_100nm_low_pressure_redeposit
1269,0.16703792082747343,0.024,-891.27910603172836,-109.7598051384649,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16703792082747343,0.021999999999999999,0.0020000000000000018,0.14873765740716233,0.02215496101719305,898.01205987044,neutral_100nm_low_pressure_redeposit
1270,0.17181757418017707,0.024,-575.65448196905186,-42.084314322394079,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17181757418017707,0.021999999999999999,0.0020000000000000018,0.027112902359163707,0.021847323897114204,577.19075886836879,neutral_100nm_low_pressure_redeposit
1271,0.15937587093625966,0.024,-990.34100388948355,-39.506606175418405,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.15937587093625966,0.021999999999999999,0.0020000000000000018,0.029460686997920607,0.022054634498561002,991.12868786869944,neutral_100nm_low_pressure_redeposit
1272,0.17620089689001192,0.024,-681.92756783213531,-31.363394060520605,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17620089689001192,0.021999999999999999,0.0020000000000000018,0.13911991485108011,0.022014130725289391,682.64842360943533,neutral_100nm_low_pressure_redeposit
1273,0.1777122619166995,0.024,-524.24893043038946,-2.4665705343321322,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.1777122619166995,0.021999999999999999,0.0020000000000000018,0.12998815991969206,0.022153640185201742,524.2547329568024,neutral_100nm_low_pressure_redeposit
1274,0.17487211875291192,0.024,-580.91507508889686,-6.1085548474897458,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17487211875291192,0.021999999999999999,0.0020000000000000018,0.040250758677903939,0.022465735962279847,580.94719115240025,neutral_100nm_low_pressure_redeposit
1275,0.17570154034738658,0.024,-560.61301922272401,-6.6518682583833009,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17570154034738658,0.021999999999999999,0.0020000000000000018,0.068858899402019433,0.022050892511013831,560.65248119788532,neutral_100nm_low_pressure_redeposit
1276,0.16521851918266373,0.024,-324.83834479349088,-46.577084826520085,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16521851918266373,0.021999999999999999,0.0020000000000000018,0.14438550042176446,0.021899191690892408,328.16059342814413,neutral_100nm_low_pressure_redeposit
1277,0.15561882537959595,0.024,-479.80067848387989,-73.33788202197708,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.15561882537959595,0.021999999999999999,0.0020000000000000018,0.13533771502094222,0.022177635649114267,485.37319251588349,neutral_100nm_low_pressure_redeposit
1278,0.17818204848085337,0.024,-515.25132264253091,-23.231243418879185,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17818204848085337,0.021999999999999999,0.0020000000000000018,0.12388945333874124,0.021750393489257246,515.7747727018691,neutral_100nm_low_pressure_redeposit
1279,0.17831683186336356,0.024,-523.21034480107733,-20.35745099571783,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17831683186336356,0.021999999999999999,0.0020000000000000018,0.053573836805112948,0.022059815410112212,523.60623632449722,neutral_100nm_low_pressure_redeposit
1280,0.17382879636185294,0.024,-614.89666352688448,-120.70982620135599,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17382879636185294,0.021999999999999999,0.0020000000000000018,0.1347810650494774,0.022278635813691678,626.6328821232222,neutral_100nm_low_pressure_redeposit
1281,0.15891080585118619,0.024,-558.26028348481827,-39.361677591129805,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.15891080585118619,0.021999999999999999,0.0020000000000000018,0.068274976066702936,0.021878575924156131,559.64621483517396,neutral_100nm_low_pressure_redeposit
1282,0.17646946258234342,0.024,-597.93049990884583,-38.815614142696298,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17646946258234342,0.021999999999999999,0.0020000000000000018,0.12162995388127716,0.022068216443974473,599.18906417133235,neutral_100nm_low_pressure_redeposit
1283,0.16675354314887067,0.024,-412.9205576703306,-31.862977404246699,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16675354314887067,0.021999999999999999,0.0020000000000000018,0.046551077803734957,0.021808878592702721,414.14808495976456,neutral_100nm_low_pressure_redeposit
1284,0.1641735758345084,0.024,-296.43713921614727,-1.9398860329740646,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.1641735758345084,0.021999999999999999,0.0020000000000000018,0.027518266183061694,0.022249403019491253,296.44348645985531,neutral_100nm_low_pressure_redeposit
1285,0.17803761037090532,0.024,-490.1842375301992,-25.597334960541069,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17803761037090532,0.021999999999999999,0.0020000000000000018,0.12457397156156776,0.021855313620408306,490.85212669412454,neutral_100nm_low_pressure_redeposit
1286,0.16817022288964983,0.024,-523.79456687307322,-7.5698732112350573,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16817022288964983,0.021999999999999999,0.0020000000000000018,0.10359625579372048,0.021988510266477707,523.84926387863197,neutral_100nm_low_pressure_redeposit
1287,0.16041327327852045,0.024,-285.323504346927,-14.654642013482169,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16041327327852045,0.021999999999999999,0.0020000000000000018,0.060210073448660834,0.021551994881719348,285.69959864402011,neutral_100nm_low_pressure_redeposit
1288,0.16833243195797196,0.024,-504.1491859487565,10.825551156195926,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16833243195797196,0.021999999999999999,0.0020000000000000018,0.12341592966515828,0.021981473232807615,504.26540060828017,neutral_100nm_low_pressure_redeposit
1289,0.17662487436244631,0.024,-723.32752424343539,14.231912952099936,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.17662487436244631,0.021999999999999999,0.0020000000000000018,0.047574894444405352,0.021778355054473533,723.46752150626207,neutral_100nm_low_pressure_redeposit
1290,0.15821291292225054,0.024,-478.38759985003253,-25.279851357609083,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.15821291292225054,0.021999999999999999,0.0020000000000000018,0.13545690690893791,0.022024948250075022,479.05507676564463,neutral_100nm_low_pressure_redeposit
1291,0.16635541454872541,0.024,-410.84468564277142,-78.989520841685604,0.0,6.2831853071795859e-19,9.9999999999999995e-08,1200,0,11,40,part11_neutral_redeposit_to_wafer,0.0,0.16635541454872541,0.021999999999999999,0.0020000000000000018,0.12012200655165649,0.021796363651432456,418.36909556479759,neutral_100nm_low_pressure_redeposit
