save_index,time_s,step_name,segment_name
0,0.0,run,run
1,0.01,run,run
2,0.02,run,run
3,0.03,run,run
4,0.04,run,run
5,0.05,run,run
6,0.060000000000000005,run,run
7,0.07,run,run
8,0.08,run,run
9,0.09,run,run
10,0.09999999999999999,run,run
11,0.10999999999999999,run,run
12,0.11999999999999998,run,run
13,0.12999999999999998,run,run
14,0.13999999999999999,run,run
15,0.15,run,run
16,0.16,run,run
17,0.17,run,run
18,0.18000000000000002,run,run
19,0.19000000000000003,run,run
20,0.20000000000000004,run,run
21,0.21000000000000005,run,run
22,0.22000000000000006,run,run
23,0.23000000000000007,run,run
24,0.24000000000000007,run,run
25,0.25000000000000006,run,run
26,0.26000000000000006,run,run
27,0.2700000000000001,run,run
28,0.2800000000000001,run,run
29,0.2900000000000001,run,run
30,0.3000000000000001,run,run
31,0.3100000000000001,run,run
32,0.3200000000000001,run,run
33,0.3300000000000001,run,run
34,0.34000000000000014,run,run
35,0.35000000000000014,run,run
36,0.36000000000000015,run,run
37,0.37000000000000016,run,run
38,0.38000000000000017,run,run
39,0.3900000000000002,run,run
40,0.4000000000000002,run,run
41,0.4100000000000002,run,run
42,0.4200000000000002,run,run
43,0.4300000000000002,run,run
44,0.4400000000000002,run,run
45,0.45000000000000023,run,run
46,0.46000000000000024,run,run
47,0.47000000000000025,run,run
48,0.48000000000000026,run,run
49,0.49000000000000027,run,run
50,0.5000000000000002,run,run
51,0.5100000000000002,run,run
52,0.5200000000000002,run,run
53,0.5300000000000002,run,run
54,0.5400000000000003,run,run
55,0.5500000000000003,run,run
56,0.5600000000000003,run,run
57,0.5700000000000003,run,run
58,0.5800000000000003,run,run
59,0.5900000000000003,run,run
60,0.6000000000000003,run,run
61,0.6100000000000003,run,run
62,0.6200000000000003,run,run
63,0.6300000000000003,run,run
64,0.6400000000000003,run,run
65,0.6500000000000004,run,run
66,0.6600000000000004,run,run
67,0.6700000000000004,run,run
68,0.6800000000000004,run,run
69,0.6900000000000004,run,run
70,0.7000000000000004,run,run
71,0.7100000000000004,run,run
72,0.7200000000000004,run,run
73,0.7300000000000004,run,run
74,0.7400000000000004,run,run
75,0.7500000000000004,run,run
76,0.7600000000000005,run,run
77,0.7700000000000005,run,run
78,0.7800000000000005,run,run
79,0.7900000000000005,run,run
80,0.8,run,run
